Gene,Ara_plusAnc,Ara_plus1Ev,Ara_minusAnc,Ara_minus1Ev,Ara_minusspoTAnc,Ara_minusAnc
b0608,-3.207559536,-3.189185068,-3.175215856,-3.30200882,-3.322280983,-3.27956387
gsp,-4.264251194,-4.280604645,-4.211550941,-4.499896751,-4.00018073,-4.024110095
gyrA,-4.103831972,-4.096245439,-4.047470749,-4.083817195,-4.127887301,-4.191666221
nusA,-3.576789664,-3.651563899,-3.55628043,-3.66958872,-3.662605181,-3.699962059
ygcA,-3.327818364,-3.28667018,-3.388454054,-3.381560501,-3.503757923,-3.489791721
pmbA,-3.893456769,-3.984476261,-3.857903931,-3.87917017,-3.746238519,-3.727925173
asd,-3.531452695,-3.650829871,-3.569861601,-3.973159193,-3.697595413,-3.773666773
pyrL,-4.088397155,-4.129238226,-3.965475364,-4.046644851,-3.989328776,-3.926573591
b0711,-3.110268943,-3.143420337,-3.057837289,-3.113633752,-3.261653264,-3.239940299
agaC,-3.65319219,-3.782103189,-3.611332126,-3.729970587,-3.668765989,-3.729322786
b2623,-3.890824514,-3.836570986,-3.945524139,-3.911204528,-3.938180637,-3.965574317
rho,-3.062687875,-3.127759964,-3.14964352,-3.321873912,-3.194016829,-3.166097742
ygjD,-3.441630402,-3.373299623,-3.441628365,-3.566275316,-3.441975745,-3.430701361
thrL,-3.664659105,-3.673024831,-3.617804777,-3.729920445,-3.717828191,-3.653982825
asnC,-4.574182206,-4.450210524,-4.464038179,-4.720117814,-4.181914504,-4.211219648
tesB,-3.569631808,-3.594077726,-3.50556533,-3.581495724,-3.593459822,-3.64562327
b0825,-3.612160396,-3.615762714,-3.602124643,-3.544405676,-3.616694299,-3.608086328
damX,-3.45513841,-3.502474196,-3.480368118,-3.546126799,-3.522294538,-3.522910634
mutY,-3.607014882,-3.513130234,-3.628418477,-3.552953258,-3.584483788,-3.575130258
mcrB,-4.221645607,-4.353566835,-4.186243001,-4.400024308,-4.036335245,-4.174697101
infB,-3.65241791,-3.735579524,-3.686604814,-3.990355819,-3.697073991,-3.725893306
leuA,-2.9862556,-2.876056462,-3.00977574,-3.164149181,-3.207164775,-3.174859848
moaA,-3.753495731,-3.769248837,-3.794273884,-3.832228415,-3.749555581,-3.770704982
b0658,-4.261202386,-4.801602088,-4.520194152,-5.376387358,-4.259092578,-4.294965401
yfbB,-3.843146731,-3.926247389,-3.840476845,-3.95922826,-3.7112753,-3.714674447
yicF,-4.288771063,-4.495117251,-4.254543489,-4.798707391,-3.744756994,-3.77086295
ykfC,-3.672248357,-3.652789078,-3.517297996,-3.670855602,-3.839661098,-3.851542776
b0515,-4.0374686,-4.024704618,-3.957720762,-4.088154234,-4.047216198,-4.017933671
b0818,-3.787350152,-3.685927033,-3.738047098,-3.798115513,-3.781400843,-3.785309183
yceC,-3.724932935,-3.625985879,-3.688877572,-3.67914213,-3.817523276,-3.825036074
gshB,-3.539729711,-3.512970656,-3.558657166,-3.645522887,-3.583518006,-3.542951914
b1315,-4.217966709,-4.268829425,-4.199621323,-4.548772207,-4.027211514,-4.030140068
b2872,-3.132989481,-3.12270771,-3.078330003,-3.750179966,-3.458038554,-3.414182769
pqiB,-3.297262464,-3.201738255,-3.248416535,-3.571485376,-3.44313636,-3.407741561
yagQ,-3.933121607,-3.941005239,-3.940771243,-3.980583393,-3.737219336,-3.706559027
b0544,-3.702139449,-3.607474654,-3.68919699,-3.615436142,-3.7254943,-3.754047074
b0843,-4.174516424,-4.0597435,-4.13223169,-4.094508458,-4.09619297,-4.079331812
b1108,-3.80731791,-3.746999821,-3.798140113,-3.940870689,-3.961460346,-3.967592576
ggt,-4.283240187,-4.370936859,-4.212956802,-4.346631591,-3.99304592,-3.991894027
b1394,-3.760857063,-4.021244621,-3.57524089,-4.419308597,-4.009900899,-4.036171571
b2899,-3.662797897,-3.65054962,-3.58997792,-3.719083991,-3.535703339,-3.503992592
ais,-6.497123777,-6.346863573,-7.73126037,-5.622898501,-5.712508074,-5.654445266
b0295,-4.274212289,-4.183589599,-4.254173977,-4.230219348,-4.352961141,-4.36786793
b0555,-4.254054312,-4.201026814,-4.234948426,-4.32984157,-4.255553899,-4.237557695
b0873,-3.561466464,-3.511385289,-3.543728588,-3.528560127,-3.621949299,-3.610939487
b1120,-3.907787388,-3.920021503,-3.907549692,-3.906487159,-3.984958013,-3.983021795
hemC,-3.48733214,-3.533444834,-3.533408891,-3.587847251,-3.641645735,-3.611034121
b1463,-4.501534914,-4.573450254,-4.389005285,-5.030441393,-4.230801439,-4.2448481
b2997,-3.528264996,-3.572944778,-3.475794806,-3.753729744,-3.694905824,-3.683696912
mdaB,-3.859903845,-3.90148242,-3.966899615,-4.025195012,-3.939639183,-3.934534799
ykgH,-4.595032582,-4.543273927,-4.550986463,-4.591228032,-4.439038074,-4.555455618
b0573,-3.90442227,-3.894102532,-4.018606675,-4.428838838,-4.009442542,-3.874297199
ycaI,-3.633654102,-3.868079231,-3.623490341,-4.244723592,-3.516649523,-3.450548451
b1138,-4.128255455,-4.056301842,-4.129696334,-4.062774685,-4.257337359,-4.307770723
thiG,-3.51239722,-3.466986601,-3.508795988,-3.546975581,-3.589618696,-3.610405237
b1680,-4.500349754,-4.528184175,-4.393950569,-5.1591014,-4.283219743,-4.309934664
b3052,-3.484469276,-3.444003037,-3.51782236,-3.51489214,-3.553926854,-3.603585522
yaaI,-4.561183326,-4.725774942,-4.587452814,-4.955540319,-4.403120137,-4.418800672
b0327,-4.627140723,-4.756547476,-4.59451674,-4.792711132,-4.428035472,-4.408094703
b0607,-3.753748125,-3.682086314,-3.754109532,-3.761042536,-3.691464875,-3.693512512
b0927,-3.974672612,-3.968469191,-3.982315366,-4.07355846,-4.093945212,-4.145283549
b1149,-3.894527362,-3.830528341,-3.86768883,-3.818444701,-3.993206493,-3.993057017
b0011,-3.861646802,-3.760492784,-3.84807046,-3.808570534,-3.894968898,-3.918202192
b1919,-5.661772634,-5.223036879,-5.494302564,-5.318389823,-5.178164444,-5.290317445
yhbX,-3.683707523,-3.63100261,-3.668053957,-3.676252364,-3.687583998,-3.705276572
yabP,-4.54274748,-4.536278384,-4.577498292,-4.584353315,-4.665481085,-4.637710561
b0174,-3.701643549,-3.78538304,-3.778063906,-4.210027234,-3.775379914,-3.726848324
yajI,-4.252468491,-4.164204504,-4.282634033,-4.230820828,-4.173967714,-4.179185656
rhsC,-4.461980472,-4.504709327,-4.374418763,-4.718771096,-3.965049585,-4.013480847
b1016,-3.924025255,-3.843366551,-3.843748788,-4.71600123,-4.0938527,-4.065500065
yi21_,-3.184458911,-3.275173577,-3.067280074,-3.729417793,-3.510923571,-3.431134259
ybeC,-4.111033195,-3.918376221,-4.079476099,-4.62443157,-4.113846266,-4.145426493
b0959,-3.876564168,-3.793065356,-3.867707286,-3.806137977,-3.914793688,-3.938109493
b1160,-4.519742751,-4.461346837,-4.548828982,-4.477389774,-4.63632158,-4.620316026
b0350,-3.834664097,-3.754147068,-3.766986539,-3.780620705,-3.821024038,-3.785519627
b2054,-4.918079261,-5.014764179,-4.931049798,-5.337317077,-4.619214766,-4.711089459
b3279,-3.608210062,-3.285535594,-3.580789316,-3.995792928,-3.647918299,-3.622647856
yacG,-3.32759286,-3.243143348,-3.178420273,-4.206815396,-3.610995602,-3.63353349
yaiH,-3.842008172,-3.856244024,-3.814461608,-3.916110804,-3.854634801,-3.772556652
b0647,-3.649661681,-3.484983239,-3.590788144,-3.68950403,-3.904850149,-3.854002333
b0968,-3.452080736,-3.381709615,-3.437792762,-3.416865617,-3.553552891,-3.522620624
b1170,-4.112233683,-4.091854125,-4.071874125,-4.133322241,-4.139777673,-4.1187177
b0516,-4.190670809,-4.306559072,-4.250886078,-4.301440177,-4.017118291,-3.998177369
yeiA,-2.607090295,-2.266797698,-2.367926582,-2.56129107,-3.043409708,-2.990035066
yhhU,-3.413964042,-3.308195007,-3.327809892,-3.28023527,-3.529451102,-3.460453012
yadD,-4.079228063,-4.073967669,-4.090966969,-4.093319799,-4.064401571,-4.049722227
yaiE,-4.644042041,-4.745893619,-4.656375466,-4.783428787,-4.472778763,-4.354175312
b0671,-4.412875046,-4.490885682,-4.552041444,-4.678802656,-4.623322897,-4.623037195
yccE,-4.132265738,-3.918981965,-4.019699807,-3.909537953,-4.19805385,-4.165810307
b1182,-4.119866414,-3.944715137,-4.01528195,-3.925002764,-4.154057935,-4.147184249
pncB,-3.880139237,-3.98035427,-4.002642307,-4.435951085,-3.962868681,-3.9872572
b0838,-4.694326573,-5.024200464,-4.642559799,-5.292452399,-4.379795975,-4.336832447
b2355,-4.159989586,-4.442705868,-4.248609937,-4.347659718,-4.147751993,-4.124173674
b3830,-3.408262677,-3.255334552,-3.486199749,-3.885658008,-3.499551345,-3.575157771
yaeB,-4.140124008,-4.221186822,-4.193012189,-4.262746661,-4.126307974,-4.129371903
b0443,-4.184518296,-4.212310013,-4.149865979,-4.259138678,-4.191498523,-4.182668823
ybgE,-3.844656583,-3.922015257,-3.875129134,-3.967544626,-3.890594378,-3.874661419
b1027,-4.299262868,-4.266159046,-4.201802005,-4.285934812,-4.254604244,-4.295407163
gst,-3.826634526,-3.910637322,-3.857998087,-3.825455705,-3.887186662,-3.853559469
ycbB,-4.08653184,-4.064223676,-3.979471747,-3.894270732,-3.76965407,-3.872576077
b2511,-3.540329933,-3.591528508,-3.555946159,-3.737542407,-3.649604638,-3.661632845
yihX,-4.162405847,-4.136638784,-4.211259526,-4.339141152,-3.982336934,-3.944980691
yafL,-4.400965415,-4.49048067,-4.435286073,-4.481165649,-4.238415382,-4.234230141
b0459,-4.102514077,-4.09270571,-4.123820937,-4.120009055,-4.065521207,-4.098630932
b0787,-3.94801929,-3.907111745,-3.934201278,-3.865634354,-3.952470514,-3.978466507
b1044,-3.963359339,-4.349736591,-4.180099717,-4.332015092,-4.259368983,-4.137868453
folE,-3.267285239,-3.311717848,-3.474001493,-3.764487465,-3.647272583,-3.618191471
yceG,-4.561772841,-4.550548675,-4.606156937,-4.450887103,-4.366892252,-4.421344512
yfhD,-3.308814626,-3.337266309,-3.230243876,-3.610282206,-3.306196281,-3.42606921
yjgV,-3.906235402,-3.848948509,-3.895194922,-4.025955056,-3.822982375,-3.792300957
b0245,-4.962082278,-4.754086002,-4.942946868,-4.870237028,-4.974573748,-5.024286345
ybbC,-4.3595675,-4.169349518,-4.294748772,-4.297638544,-4.392647366,-4.46304892
ybiJ,-4.351491101,-4.398541618,-4.292137711,-4.347764741,-4.287340757,-4.260900075
yceI,-3.609055603,-3.685783148,-3.485924753,-3.931538454,-3.835131579,-3.824239977
ubiX,-3.677711264,-3.653818762,-3.678678179,-3.792704809,-3.627935584,-3.586534836
b1266,-4.220763091,-4.36053147,-4.128486172,-4.707669964,-4.060970127,-4.188426459
b2738,-3.65265706,-3.682691257,-3.539986684,-3.949795324,-3.770033173,-3.774968348
yjjN,-3.823652672,-3.778878208,-3.801823,-3.832400256,-3.730489927,-3.710595341
lhr,-4.573227427,-4.731581742,-4.431363611,-4.980169139,-4.113796192,-4.112202394
evgA,-3.906911539,-3.969617692,-3.985852581,-4.035866795,-3.883350518,-3.886196488
eco,-4.555900765,-4.63327528,-4.661695506,-4.757256532,-4.448604352,-4.433894346
rplA,-3.594265754,-3.521953653,-3.738467265,-4.128116803,-3.750116672,-3.761546382
ilvY,-3.74388929,-3.686705499,-3.808236898,-3.957914461,-3.708298145,-3.755054626
fabF,-3.37380606,-3.452632957,-3.403823368,-3.620001278,-3.479981353,-3.504215998
gadB,-3.274884922,-3.249005726,-3.260586123,-3.302688806,-3.23124105,-3.246395017
rffE,-3.511531502,-3.473671743,-3.467077005,-3.560840113,-3.535737562,-3.511968189
mutM,-3.665261973,-3.582739522,-3.702793838,-3.749763335,-3.635374312,-3.600112198
frr,-3.431972302,-3.402665838,-3.459689609,-3.649037345,-3.521412796,-3.48719099
def,-3.849049472,-3.869303129,-3.957528145,-4.184431802,-3.985742399,-4.002853315
yagF,-4.384679619,-4.447143903,-4.24995985,-4.768025241,-4.381568305,-4.365998877
metJ,-3.865208974,-3.772370122,-3.850388297,-4.716528655,-3.995323311,-4.002048926
acpD,-4.047743355,-4.154943009,-4.063284467,-4.311224655,-3.989839679,-3.996041384
b1759,-3.977315706,-3.970400754,-4.005867787,-4.16726768,-3.926366543,-3.903090569
glpK,-3.347445452,-3.195434077,-3.228333361,-3.598173396,-3.454126605,-3.460426663
dnaA,-3.88103466,-3.834276396,-3.913194845,-3.893649606,-3.963854762,-3.996376668
clpX,-3.236032904,-3.295033076,-3.308606836,-3.400113063,-3.282456134,-3.291948307
rpmD,-3.600396936,-3.460655159,-3.643101049,-4.061013535,-3.870394866,-3.846818446
serC,-3.795858252,-3.762267477,-3.890994566,-4.300241284,-3.949474904,-3.935146242
metH,-3.783563308,-4.486959888,-3.907182598,-4.494343595,-3.920233725,-3.962367083
acpS,-3.817748268,-3.86909419,-3.879963744,-4.062928339,-3.898533155,-3.966557213
rfbB,-3.019959906,-3.09763745,-2.982601471,-3.335816908,-3.184601941,-3.138521134
phnO,-3.91464018,-3.948116555,-3.911958731,-4.021846337,-3.903146,-3.848302248
recQ,-4.222497599,-4.559544069,-3.936777984,-4.655710983,-3.942832163,-3.831671276
ybeK,-3.543617039,-3.532418644,-3.591881123,-3.613120381,-3.615654347,-3.59176776
rplN,-3.322032642,-3.381640396,-3.462435927,-3.81840157,-3.556081897,-3.489310297
trpB,-3.841907728,-3.686692503,-3.999990121,-4.80296737,-4.057046221,-4.029943346
serB,-3.848333082,-3.774303854,-3.717182907,-4.232559283,-4.117953218,-4.066128919
accC,-3.222369312,-3.235688027,-3.26347132,-3.394126352,-3.28225491,-3.313974865
glpQ,-3.342247539,-3.384888967,-3.388630739,-3.383575242,-3.38572178,-3.377698761
phnG,-3.837772797,-3.872989014,-3.797100724,-3.970044584,-3.835311157,-3.85224483
aidB,-2.831430572,-2.726928335,-2.857814164,-3.305740763,-3.230190714,-3.302712511
rpsA,-3.061290339,-3.071774826,-3.144177263,-3.922253831,-3.414780888,-3.418898153
rplW,-3.753511802,-3.833245052,-3.805636062,-4.275332017,-3.961372578,-3.91185034
aroD,-3.545960676,-3.811764273,-3.629590874,-4.350158905,-3.846201826,-3.837788411
gpt,-4.059603373,-4.110590091,-4.029068657,-4.458106084,-3.689387983,-3.722564776
dgkA,-3.772081371,-3.749413921,-3.823858602,-3.919244094,-3.737611038,-3.783882743
cysZ,-3.512900527,-3.526959376,-3.518688246,-3.541751627,-3.537402477,-3.538758968
mog,-3.764988103,-3.795595358,-3.746022599,-4.009487313,-3.812972647,-3.773781683
holD,-3.955969657,-3.883979957,-3.968032296,-4.059748874,-3.954384315,-3.940422718
pepT,-3.42589641,-3.460477244,-3.454005303,-3.527145469,-3.447922442,-3.401169545
rpsL,-3.4493248,-3.534804704,-3.558748813,-3.984460862,-3.764290396,-3.731141401
hisG,-4.070934545,-3.899948567,-4.006311868,-4.198514663,-4.136868533,-4.146937059
argA,-4.394886614,-4.332346896,-4.279464732,-4.953907752,-4.03958384,-4.020488794
guaB,-4.052957296,-4.11111537,-4.102908858,-4.490328397,-3.835176317,-3.867993163
gip,-3.512387633,-3.592211735,-3.491534188,-3.634062723,-3.430543923,-3.405389328
gcvT,-3.722752982,-3.728455111,-3.767453486,-3.818659394,-3.708855883,-3.732268642
trxB,-4.11933336,-4.184346598,-4.152679207,-4.652066526,-4.195363312,-4.154188078
yaeD,-3.666803778,-3.688645009,-3.675373941,-3.896140737,-3.692475789,-3.759187946
sseA,-3.306250524,-3.284490357,-3.328328472,-3.364333907,-3.343560108,-3.368101903
folK,-4.235202482,-4.221132577,-4.30463404,-4.516579313,-4.218174658,-4.233737383
nusB,-3.884071205,-3.752058988,-3.921586861,-4.051090762,-3.967754697,-3.979720222
pheT,-3.558273816,-3.480782417,-3.595560698,-4.292799054,-3.808299535,-3.795945378
glyQ,-4.247216792,-4.096286387,-4.150318673,-5.169511963,-4.303012788,-4.302958371
wcaB,-3.24897651,-3.405193221,-3.206747064,-4.188142319,-3.512890502,-3.609644638
tdk,-3.716454636,-3.806522673,-3.626220623,-4.582594004,-3.93902323,-4.002351842
yagE,-3.750153055,-3.77011022,-3.735792927,-3.741741981,-3.858256309,-3.852505781
gabD,-4.330485609,-4.302902922,-4.29691363,-4.681550482,-4.320650529,-4.318200366
entD,-3.733345447,-3.585206226,-3.688805576,-3.985726765,-3.850595314,-3.845953847
nth,-3.976319193,-3.86324488,-3.968300503,-3.854616923,-4.066356373,-4.024026661
sppA,-3.822507639,-3.763814043,-3.805340621,-3.742552841,-3.840720007,-3.826456428
pepQ,-2.962375323,-2.782827097,-2.84963952,-2.959012775,-3.301386423,-3.275839723
dapA,-3.637955173,-3.672865815,-3.656660255,-3.680021787,-3.787178384,-3.751114456
nrdA,-3.800730688,-3.465708489,-3.696977263,-3.590315315,-3.781700031,-3.749350232
phoA,-4.280924443,-4.270918392,-4.20089001,-4.216565009,-4.138815077,-4.108254468
cysI,-3.52908915,-3.380304277,-3.457360683,-3.276352064,-3.486239777,-3.449134034
phpB,-4.114877525,-4.05634421,-4.054786541,-3.913858674,-4.035641314,-3.976727265
ruvC,-3.573531818,-3.50203813,-3.369331781,-3.845269819,-3.737933838,-3.703822126
recB,-4.022686262,-4.014872598,-3.966048479,-4.110902019,-3.885757229,-3.877989949
rplS,-3.029611315,-2.982698185,-3.165315861,-3.450320394,-3.275893162,-3.238444481
hflK,-3.522526567,-3.50014072,-3.49903983,-4.226160729,-3.524784695,-3.500528132
tdcR,-4.794595067,-4.560007455,-4.76870886,-4.863700188,-4.664767303,-4.778528303
purD,-3.836450497,-3.947340506,-3.857994087,-4.264936157,-3.870925049,-3.850454261
rnk,-3.490431179,-3.450584336,-3.554750851,-3.623647268,-3.523853311,-3.503328337
agaR,-3.8538396,-3.908653564,-3.785663367,-4.035580645,-3.772089821,-3.741980308
b2271,-3.957837101,-3.936302649,-3.982119392,-3.943284233,-3.964620338,-3.993864649
rpoA,-3.272507626,-3.326786062,-3.374160503,-3.671346507,-3.48022252,-3.479066495
ptr,-3.779815896,-3.810265076,-3.878160251,-3.944599106,-3.802069181,-3.845367829
valS,-4.217928042,-4.217730761,-4.241401103,-4.63032749,-3.929237275,-3.982945057
avtA,-3.665111622,-3.693058312,-3.738107897,-4.104498548,-3.762605369,-3.756196495
deoC,-4.057067184,-4.030350183,-4.005103065,-4.33137341,-3.986261413,-3.983127306
b0712,-3.363681286,-3.380779542,-3.366394137,-3.413661622,-3.377769397,-3.355035391
agaD,-3.819324249,-3.885315015,-3.809734147,-3.921443236,-3.682343048,-3.68264557
b2644,-3.830074364,-3.731399709,-3.875044867,-3.877062853,-3.89730845,-3.904313526
nusG,-3.296094894,-3.281380474,-3.262061457,-3.64210616,-3.342041798,-3.338018145
rpsU,-3.865952956,-3.784357797,-3.890941424,-4.236200556,-3.690362358,-3.723355931
thrA,-3.759811531,-3.989186192,-3.810972374,-4.700418587,-3.971792336,-3.985334102
asnA,-4.204617021,-4.189981437,-4.020799879,-4.700163764,-3.9514192,-3.947681885
ybaC,-4.918568033,-5.158547356,-4.828399053,-5.062460446,-4.263029856,-4.303741258
lrp,-4.019106621,-4.189013205,-4.112646706,-4.817452264,-4.133810437,-4.05842455
pckA,-3.45322326,-3.493908399,-3.489474403,-3.611588918,-3.53662933,-3.510410778
parC,-2.767397512,-2.51494181,-2.719225419,-3.412749482,-2.700768024,-2.66003526
hsdR,-4.340648996,-4.381763302,-4.375760398,-4.561606244,-4.079499273,-4.08110251
greA,-3.8720595,-3.850648153,-3.921673012,-3.968064204,-3.913067328,-3.957027261
leuL,-4.187658567,-4.238445131,-4.114164719,-4.73167945,-4.282903309,-4.153186593
moaB,-4.485370445,-4.569517558,-4.580938175,-4.689564639,-4.34035627,-4.422171481
ybiB,-4.374987243,-4.421858322,-4.391230006,-4.869060854,-4.164104324,-4.167394564
b2269,-3.771239028,-3.800939861,-3.784007373,-3.850398414,-3.71987286,-3.709971063
yidJ,-4.499093875,-4.706001026,-4.509466061,-4.948812015,-3.9076967,-3.959578654
yagB,-3.638076651,-3.581695134,-3.674287924,-3.568668887,-3.731704437,-3.707085208
b0519,-4.18613266,-4.104179863,-4.012031869,-4.134301581,-4.18768798,-4.126667969
b0819,-3.559079067,-3.519325892,-3.521169464,-3.548581635,-3.575001922,-3.550530855
yceF,-3.634895777,-3.662722908,-3.562568789,-3.879295365,-3.79351134,-3.797536252
b2955,-3.378805491,-3.419832762,-3.460979728,-3.603561827,-3.484166556,-3.431788226
b1321,-4.60291502,-4.567283754,-4.530878297,-4.672801447,-4.237322633,-4.298175354
b2874,-3.878430922,-3.896207072,-3.839085497,-3.870560298,-3.879138104,-3.81326094
b0989,-4.711248465,-4.677622315,-4.715712299,-4.856931576,-4.648015806,-4.649087199
yagR,-3.44352321,-3.50016287,-3.430287471,-3.586798587,-3.426143223,-3.361046337
b0545,-4.396070079,-4.325285242,-4.349083294,-4.307580908,-4.286725202,-4.386445245
b0844,-4.052152794,-4.017907247,-4.047446516,-4.151449331,-4.03597939,-3.968818106
ycfJ,-4.170795299,-4.202911919,-4.179597761,-4.192892949,-4.206239859,-4.181416216
gor,-4.127208172,-4.051036825,-4.102706426,-4.389829646,-3.96774016,-3.968152435
ydbC,-4.682111964,-4.570719163,-4.646485746,-4.700166301,-4.395218132,-4.445978642
ygfA,-4.125976236,-4.156308165,-4.11777383,-4.236344759,-4.1066875,-4.090405175
sseB,-4.278903091,-4.250564681,-4.362980031,-4.513355812,-4.220073347,-4.236831939
b0298,-4.562644025,-4.563636075,-4.422753146,-4.715406694,-4.47541353,-4.50844145
b0556,-4.111855127,-4.241179064,-4.129854646,-4.239410536,-4.070707775,-4.077787384
b0876,-3.332734353,-3.285989992,-3.331947163,-3.308817254,-3.437255436,-3.414139668
b1121,-6.338977442,-5.459368347,-5.840514513,-5.412632911,-6.315,-6.270813379
mobA,-4.453160501,-4.529476477,-4.188867951,-5.306387576,-4.136664748,-4.112059713
b1478,-5.092352258,-5.260662547,-4.852442547,-5.679212687,-4.371400836,-4.397031543
b3001,-4.097498326,-4.20410296,-4.036028911,-4.403872743,-3.962780153,-3.900491333
yhbZ,-3.511356689,-3.467212608,-3.638547494,-3.96113334,-3.69585289,-3.678328394
yahA,-4.073158357,-4.069218589,-4.126095,-4.496195643,-4.064010665,-4.161190504
ybdF,-4.163579986,-4.17288919,-4.249022769,-4.468096888,-4.108801319,-4.152822317
b0916,-3.776029247,-3.751020411,-3.764164946,-3.76729595,-3.837925455,-3.894739978
b1141,-3.798500697,-3.776578831,-3.730610091,-4.294724793,-4.016893309,-4.033459856
thiF,-3.592353617,-3.587266373,-3.617658265,-3.623279751,-3.655142393,-3.668106832
ydiB,-5.119524486,-4.952164301,-5.179051615,-5.128204228,-4.707850494,-4.807457345
ygjG,-3.519711959,-3.511437705,-3.51386576,-3.527851838,-3.544894257,-3.582441612
yi82_,-4.310891602,-4.493150891,-4.402953817,-4.853107659,-3.929199292,-3.984737094
b0329,-4.56514092,-4.437108029,-4.450151247,-4.719857805,-4.413918518,-4.545638737
b0609,-4.179366708,-4.071877172,-4.195347027,-4.262840445,-4.191340451,-4.173207116
b0935,-3.755386108,-3.697883939,-3.735544831,-3.725975225,-3.818695067,-3.808895454
b1150,-3.99408904,-4.229816323,-4.068413561,-4.589702655,-3.7591279,-3.618982732
yabF,-3.858839343,-3.929080372,-3.636884058,-4.318950674,-3.936896122,-3.906846645
b1971,-4.94573682,-4.8462156,-4.836342735,-5.164345126,-4.348218846,-4.36341986
yrbH,-3.952395929,-4.025588131,-3.939237984,-4.248413035,-3.927945269,-3.910410344
yabQ,-4.14840265,-5.226126963,-4.313257407,-4.970949437,-4.238929953,-4.317008526
yaeL,-3.812281417,-3.842523893,-3.894830387,-3.913265527,-3.850306591,-3.890638602
ybaD,-3.871415482,-3.520852846,-3.937179401,-4.115308175,-3.742485481,-3.716757189
ybfB,-4.353466352,-4.351933279,-4.354349013,-4.394873559,-4.357091515,-4.353695562
b1018,-3.61025687,-3.617394156,-3.607279971,-3.846777311,-3.727194647,-3.735379665
b0362,-4.048748262,-3.791375309,-3.902440345,-4.243215029,-3.814908689,-3.736886539
ybeF,-4.095512752,-4.064635705,-4.10631282,-4.06139786,-4.105862626,-4.16584605
b0960,0,-5.861579021,-6.323562305,-6.074482204,-6.15478171,-5.914187665
b1161,-4.650261996,-4.683809305,-4.649781084,-4.655658811,-4.672389478,-4.799730958
b0374,-4.086552252,-3.963163897,-4.016665522,-4.098969258,-3.979412438,-4.053209007
b2055,-4.762064315,-4.759028233,-4.756540945,-5.352783115,-4.371977092,-4.454743154
yheB,-4.42516608,-4.489371045,-4.272214314,-4.458015399,-3.851834299,-3.917976924
yacF,-4.365916493,-4.45341091,-4.372242592,-4.925964246,-4.252214831,-4.281427998
b0378,-3.459251885,-3.588846727,-3.307353825,-3.872706521,-3.118466917,-3.03008127
b0649,-3.959970808,-3.897200757,-3.960490086,-3.886652164,-3.937783815,-3.949554169
yccC,-4.636190322,-4.62177363,-4.572185086,-4.665420265,-4.202870817,-4.297123524
b1171,-4.515613345,-4.498920643,-4.52530092,-4.547753335,-4.483666299,-4.495132573
b0518,-3.600461172,-3.5443001,-3.595324496,-3.530122986,-3.731328474,-3.710731348
yeiC,-4.212060951,-4.045978974,-4.09546241,-4.260940537,-4.171425511,-4.259552295
yhjL,-4.299095629,-4.467760503,-4.223048038,-4.097796362,-3.827366521,-3.832638718
yadP,-4.18693551,-4.225714518,-4.261841,-4.269967949,-4.246034969,-4.276737541
b0392,-3.962625497,-3.87159624,-3.767832128,-3.664323178,-3.915886156,-3.943441814
b0681,-3.81784215,-3.66448886,-3.688172303,-3.607148481,-3.819157243,-3.850254929
yccJ,-3.969322426,-3.853287799,-3.855399495,-3.791620776,-4.04441839,-4.057999291
ycgB,-3.862962711,-3.720887652,-3.673935125,-3.614187649,-3.873489826,-3.877865387
grxB,-3.903560582,-3.867573054,-3.961002781,-3.964850025,-3.966800298,-3.976171557
b0847,-4.418980627,-4.456865963,-4.425184277,-4.596619433,-4.199375759,-4.24092167
b2373,-3.777906811,-3.761447782,-3.794539844,-3.92585891,-3.700622829,-3.722978023
yigZ,-4.107080505,-4.163921918,-4.160308374,-4.210124718,-3.929707472,-3.903945901
yafD,-4.147414688,-4.176507328,-4.092293965,-4.368718369,-4.068729881,-4.110818448
b0444,-4.058467818,-4.080712276,-4.06402695,-4.21073591,-3.994253014,-4.037184415
ybgC,-4.084364451,-4.021312307,-4.13937311,-4.149822409,-4.188603906,-4.189327438
b1028,-4.295284024,-4.160628267,-4.278093365,-4.203469551,-4.393744113,-4.417150012
pdxH,-3.932794332,-3.976293474,-3.975717394,-3.937677006,-3.946800506,-3.957731474
b0955,-4.485123364,-4.669913121,-4.634499166,-5.654321486,-4.231301643,-4.329853635
b2512,-3.888131666,-3.971164414,-3.962007203,-4.133254064,-3.862933859,-3.880404904
yiiD,-2.676623971,-2.623964504,-2.665040747,-3.226447495,-2.792611051,-2.829713835
yafM,-3.674891406,-3.619230549,-3.653224298,-4.061911533,-3.611585379,-3.603884925
ybaJ,-4.226165981,-4.115817886,-4.254088192,-5.059621835,-4.411764096,-4.468434343
b0788,-3.60290148,-3.617846486,-3.526174475,-3.674400127,-3.626150996,-3.652144771
b1045,-3.799633773,-3.874647305,-3.77141563,-3.829328815,-3.643908934,-3.594408733
ubiG,-3.712310919,-3.763102025,-3.739099792,-3.903967169,-3.749268119,-3.728132394
b1118,-4.174904718,-4.375009201,-4.244919938,-4.707375848,-4.155328171,-4.137094048
yfhC,-4.046151106,-3.998481965,-4.076788505,-4.440127446,-4.025189849,-4.04321104
